Number_Code;GivenName;TelephoneNumber;EmailAddress;StreetAddress;City;State;StateFull;ZipCode;Country;CountryFull
1156;Christopher;04.15.65.65.11;ChristopherPBroderick@dayrep.com;19 boulevard de la Liberation;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13014;FR;France
1157;James;077 2000 6636;JamesJMathis@fleckens.hu;15 Moulton Road;GUAY;;;PH9 0TL;GB;United Kingdom
1158;Numbers;02.28.16.04.20;NumbersTYoung@einrot.com;25 rue Charles Corbeau;ÉVREUX;HN;Haute-Normandie;27000;FR;France
1159;Johnny;04.02.90.52.41;JohnnyLWhite@jourrapide.com;23 rue Clement Marot;PERPIGNAN;LN;Languedoc-Roussillon;66000;FR;France
1160;John;02351 36 44 77;JohnCWarburton@superrito.com;Augsburger Straße 42;Lüdenscheid Piepersloh;NW;Nordrhein-Westfalen;58515;DE;Germany
1161;Gil;04.16.68.65.41;GilMBowden@fleckens.hu;95 cours Franklin Roosevelt;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13006;FR;France
1162;Robert;04.34.66.73.30;RobertSEvans@teleworm.us;29 rue des Chaligny;NICE;PA;Provence-Alpes-Côte d'Azur;6000;FR;France
1163;Jason;02692 43 06 97;JasonHCarlson@fleckens.hu;Augsburger Strasse 16;Kirsbach;RP;Rheinland-Pfalz;53539;DE;Germany
1164;William;070 8310 5452;WilliamDWorthy@dayrep.com;4 Scrimshire Lane;ASTON MAGNA;;;GL56 7TH;GB;United Kingdom
1165;Glenn;05.49.91.77.61;GlennCMcKissack@dayrep.com;91 rue du Faubourg National;TALENCE;AQ;Aquitaine;33400;FR;France
1166;Elizabeth;09672 73 73 00;ElizabethJKish@einrot.com;Flughafenstrasse 24;Schwarzhofen;BY;Freistaat Bayern;92447;DE;Germany
1167;Anna;02.17.16.32.47;AnnaJStratton@jourrapide.com;17 rue Adolphe Wurtz;LE PORT;GY;Guyane;97420;FR;France
1168;Charles;079 1861 8921;CharlesRBlass@dayrep.com;98 Gloddaeth Street;BINSTEAD;;;PO33 8FB;GB;United Kingdom
1169;Arthur;06341 51 85 22;ArthurMSanders@armyspy.com;Brandenburgische Strasse 40;Knöringen;RP;Rheinland-Pfalz;76833;DE;Germany
1170;Georgia;070 8920 2256;GeorgiaTOsborne@cuvox.de;70 Graham Road;CHEVENING;;;TN14 1RN;GB;United Kingdom
1171;Rodney;070 7716 3307;RodneyPParrish@dayrep.com;43 Prospect Hill;DRAX;;;YO8 5NZ;GB;United Kingdom
1172;William;09383 56 43 64;WilliamECotto@einrot.com;Esplanade 56;Wiesentheid;BY;Freistaat Bayern;97353;DE;Germany
1173;Rex;04.93.70.42.33;RexSDennis@rhyta.com;70 rue Adolphe Wurtz;LE PUY-EN-VELAY;AU;Auvergne;43000;FR;France
1174;Robert;01.08.01.01.44;RobertMCassidy@armyspy.com;17 boulevard Amiral Courbet;ORLY;IL;Île-de-France;94310;FR;France
1175;Kathy;02.07.60.70.90;KathyESullivan@armyspy.com;11 rue Lenotre;RENNES;BR;Bretagne;35000;FR;France
1176;Eddie;02.13.52.64.68;EddieAJames@superrito.com;14 rue Victor Hugo;CONCARNEAU;BR;Bretagne;29900;FR;France
1177;Tonya;09861 35 84 63;TonyaSWilliamson@rhyta.com;Heiligengeistbrücke 89;Rothenburg;BY;Freistaat Bayern;91541;DE;Germany
1178;Michael;077 5737 9310;MichaelEHall@gustr.com;47 Uxbridge Road;SLUGGAN;;;PH23 7XN;GB;United Kingdom
1179;Terry;079 0021 7658;TerryOYoung@superrito.com;23 Main Rd;FOREBRAE;;;PH1 1AT;GB;United Kingdom
1180;Lyle;06302 63 83 17;LyleLLampe@teleworm.us;Grosse Praesidenten Str. 97;Wartenberg-Rohrbach;RP;Rheinland-Pfalz;67681;DE;Germany
1181;Barry;07963 28 03 52;BarryMChapman@teleworm.us;Waldowstr. 26;Bühlerzell;BW;Baden-Württemberg;74426;DE;Germany
1182;Melvin;077 4282 7617;MelvinCDeering@teleworm.us;58 Crown Street;LONDON;;;SW14 5RA;GB;United Kingdom
1183;Robert;077 8295 7364;RobertMCadiz@cuvox.de;53 Whatlington Road;COTGRAVE;;;NG12 4NG;GB;United Kingdom
1184;Joseph;09420 74 30 53;JosephJVillanueva@teleworm.us;Esplanade 53;Feldkirchen;BY;Freistaat Bayern;85618;DE;Germany
1185;Christopher;079 4075 2481;ChristopherJMcEvoy@cuvox.de;65 Simone Weil Avenue;WEETON;;;PR4 8TT;GB;United Kingdom
1186;John;03.07.67.14.26;JohnCFitzpatrick@rhyta.com;31 Place Napoléon;LAMBERSART;NP;Nord-Pas-de-Calais;59130;FR;France
1187;Kenneth;040 79 02 85;KennethBJohnson@gustr.com;Boxhagener Str. 31;Hamburg Hammerbrook;HH;Hamburg;20097;DE;Germany
1188;Jon;077 4194 3778;JonEBarnhart@dayrep.com;97 Thornton St;HUNTLYWOOD;;;TD4 3GA;GB;United Kingdom
1189;Dianne;04742 81 54 09;DianneCShankle@fleckens.hu;Bissingzeile 71;Mulsum;NI;Niedersachsen;27632;DE;Germany
1190;Richard;04.96.95.25.75;RichardMDas@rhyta.com;87 rue du Fossé des Tanneurs;THONON-LES-BAINS;RA;Rhône-Alpes;74200;FR;France
1191;Aubrey;077 5041 4205;AubreyBBigelow@jourrapide.com;58 Hull Road;PAMBER END;;;RG26 9YW;GB;United Kingdom
1192;James;04.78.56.58.99;JamesCBittinger@einrot.com;3 rue du Fossé des Tanneurs;TOULON;PA;Provence-Alpes-Côte d'Azur;83100;FR;France
1193;Michael;02.41.63.01.26;MichaelRWell@superrito.com;26 place Maurice-Charretier;CHARTRES;CE;Centre;28000;FR;France
1194;Ethan;077 4013 7809;EthanPMarconi@cuvox.de;60 Seafield Street;LLWYDIARTH;;;SY21 8EJ;GB;United Kingdom
1195;Mark;079 7091 2745;MarkANewsome@armyspy.com;16 Rowland Rd;ORRISDALE;;;IM6 1UL;GB;United Kingdom
1196;Charles;06834 97 51 69;CharlesPRomero@cuvox.de;Stresemannstr. 61;Wadgassen;TH;Freistaat Thüringen;66787;DE;Germany
1197;Gary;0341 38 96 14;GaryJLara@einrot.com;Prenzlauer Allee 50;Leipzig;SN;Freistaat Sachsen;4024;DE;Germany
1198;John;078 7753 8499;JohnFBynum@superrito.com;19 Redcliffe Way;WOODHOUSE EAVES;;;LE12 1QU;GB;United Kingdom
1199;Lee;01.31.65.50.03;LeeJHolm@cuvox.de;9 Rue Bonnet;VITRY-SUR-SEINE;IL;Île-de-France;94400;FR;France
1200;Robert;08321 89 52 17;RobertELutz@dayrep.com;Alt Reinickendorf 2;Burgberg;BY;Freistaat Bayern;87545;DE;Germany
1201;Ramon;03445 38 15 81;RamonJDay@fleckens.hu;Alt-Moabit 30;Naumburg;ST;Sachsen-Anhalt;6601;DE;Germany
1202;Jeremy;070 6421 8902;JeremyTFarrer@dayrep.com;29 Seafield Place;FOUL MILE;;;BN27 7YQ;GB;United Kingdom
1203;Mark;070 6873 2911;MarkGEdwards@armyspy.com;91 Gordon Terrace;BASLOW;;;DE45 8RW;GB;United Kingdom
1204;Mark;04.36.29.15.17;MarkMGalvan@teleworm.us;47 cours Franklin Roosevelt;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13009;FR;France
1205;Clarence;089 70 55 09;ClarenceMBaker@rhyta.com;Lange Strasse 48;Ottobrunn;BY;Freistaat Bayern;85502;DE;Germany
1206;Jose;070 5064 8361;JoseRLacy@gustr.com;62 Ivy Lane;WARDEN;;;ME12 1LG;GB;United Kingdom
1207;Antonio;077 0627 6052;AntonioGMcWilliams@superrito.com;22 St Andrews Lane;CWMBACH;;;SA34 5HG;GB;United Kingdom
1208;Joseph;070 8511 4668;JosephRPatterson@dayrep.com;50 Jubilee Drive;CATTHORPE;;;LE17 6AQ;GB;United Kingdom
1209;Jesus;079 4224 5952;JesusSSweeney@teleworm.us;99 Caxton Place;BUSHBY;;;LE7 0JU;GB;United Kingdom
1210;George;05141 81 21 15;GeorgeSSheen@teleworm.us;Luckenwalder Strasse 59;Celle;NI;Niedersachsen;29221;DE;Germany
1211;Son;07022 35 22 68;SonJWilliams@fleckens.hu;Hallesches Ufer 45;Wolfschlugen;BW;Baden-Württemberg;72649;DE;Germany
1212;Steve;01.96.86.39.61;SteveKDennis@armyspy.com;91 Rue du Palais;ÉPINAY-SUR-SEINE;IL;Île-de-France;93800;FR;France
1213;Vince;070 8327 2365;VincePVillegas@jourrapide.com;92 Academy Street;BERE REGIS;;;BH20 3XE;GB;United Kingdom
1214;Patrick;077 0504 1374;PatrickAKing@cuvox.de;82 Ermin Street;WYLYE;;;BA12 6SD;GB;United Kingdom
1215;Charles;070 3237 4966;CharlesEStein@cuvox.de;22 Wood Lane;BACKHILL OF CLACKRIACH;;;AB42 2AR;GB;United Kingdom
1216;Roger;05.34.12.26.32;RogerHCreagh@jourrapide.com;89 rue de l'Aigle;LA ROCHELLE;PC;Poitou-Charentes;17000;FR;France
1217;Samuel;079 4055 3461;SamuelMTye@fleckens.hu;26 Mill Lane;CORSOCK;;;DG7 8RN;GB;United Kingdom
1218;Daniel;02.95.11.91.71;DanielMMahon@gustr.com;41 Rue Hubert de Lisle;LORIENT;BR;Bretagne;56100;FR;France
1219;Bryan;078 8189 2421;BryanICroft@superrito.com;37 Stamford Road;ARD A'CHAPUILL;;;PA22 6GR;GB;United Kingdom
1220;Lydia;04.57.54.54.41;LydiaCClay@cuvox.de;94 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13005;FR;France
1221;Mitchell;01.03.97.48.18;MitchellVGreen@gustr.com;64 Rue St Ferréol;MEUDON;IL;Île-de-France;92190;FR;France
1222;Sarah;070 6139 6577;SarahCCochran@teleworm.us;85 Eastbourne Rd;COLEORTON;;;LE67 9RA;GB;United Kingdom
1223;Alvin;078 4590 0235;AlvinKPablo@rhyta.com;67 St Andrews Lane;DALBEATTIE;;;DG5 9GB;GB;United Kingdom
1224;Roger;02.69.69.73.85;RogerJEdwards@gustr.com;20 rue du Château;SAINT-JOSEPH;GY;Guyane;97480;FR;France
1225;Charlotte;079 7238 1175;CharlotteEBartlett@gustr.com;21 Seaford Road;CUNDALL;;;YO61 9HZ;GB;United Kingdom
1226;Edward;01.25.38.26.05;EdwardDCrump@fleckens.hu;94 rue Grande Fusterie;BRÉTIGNY-SUR-ORGE;IL;Île-de-France;91220;FR;France
1227;Stephen;078 6328 1482;StephenRHarris@jourrapide.com;70 Layburn Court;TREBARROW;;;EX22 8XB;GB;United Kingdom
1228;Charles;078 7317 2624;CharlesJLevin@dayrep.com;63 Victoria Road;LITCHBOROUGH;;;NN12 1HA;GB;United Kingdom
1229;Albert;04.51.42.79.19;AlbertLWalters@teleworm.us;33 cours Franklin Roosevelt;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13009;FR;France
1230;Paul;070 1563 7188;PaulSPeterson@fleckens.hu;85 Bishopthorpe Road;PEINLICH;;;IV51 7ZY;GB;United Kingdom
1231;Johnny;01.77.22.13.20;JohnnyEHeyer@rhyta.com;54 place de Miremont;VILLENEUVE-LA-GARENNE;IL;Île-de-France;92390;FR;France
1232;Robert;070 7539 0410;RobertEMize@armyspy.com;18 Thompsons Lane;MELBURY ABBAS;;;SP7 8TQ;GB;United Kingdom
1233;Douglas;078 0266 5312;DouglasPTomaszewski@dayrep.com;77 Boroughbridge Road;BISHAM;;;SL7 3QQ;GB;United Kingdom
1234;George;079 6221 9980;GeorgeKCrawford@teleworm.us;37 St Denys Road;POWBURN;;;NE66 3RX;GB;United Kingdom
1235;Rafael;09833 76 01 98;RafaelCYeoman@cuvox.de;Heiligengeistbrücke 99;Gnotzheim;BY;Freistaat Bayern;91728;DE;Germany
1236;Marjorie;04.52.60.36.81;MarjorieJCorrea@einrot.com;48 rue Banaudon;LYON;RA;Rhône-Alpes;69006;FR;France
1237;Greg;02678 98 12 28;GregJHunter@armyspy.com;Gotzkowskystrasse 21;Gevenich;RP;Rheinland-Pfalz;56825;DE;Germany
1238;James;07348 38 71 07;JamesBIbarra@einrot.com;An der Schillingbrucke 80;Bernstadt;SN;Freistaat Sachsen;2748;DE;Germany
1239;Dorothy;04.12.05.98.07;DorothyMJohnson@teleworm.us;96 rue Banaudon;LYON;RA;Rhône-Alpes;69007;FR;France
1240;Jonathan;09421 89 20 24;JonathanCYoung@gustr.com;Esplanade 12;Straubing;BY;Freistaat Bayern;94303;DE;Germany
1241;Christina;06307 28 08 87;ChristinaAParton@jourrapide.com;Grosse Praesidenten Str. 73;Krickenbach;RP;Rheinland-Pfalz;67706;DE;Germany
1242;Mario;04531 61 04 30;MarioSBarker@armyspy.com;Nuernbergerstrasse 8;Bad Oldesloe;SH;Schleswig-Holstein;23835;DE;Germany
1243;Daniel;03.41.77.08.80;DanielKRuiz@gustr.com;70 Quai des Belges;MAUBEUGE;NP;Nord-Pas-de-Calais;59600;FR;France
1244;Billy;01.04.48.75.66;BillyLHutson@teleworm.us;71 rue Pierre Motte;SAINT-DENIS;IL;Île-de-France;97400;FR;France
1245;Gary;078 3215 9699;GaryJThomas@jourrapide.com;48 Glandovey Terrace;TRE-VAUGHAN;;;SA31 9DP;GB;United Kingdom
1246;Linda;02.74.51.56.51;LindaTLavelle@einrot.com;70 rue du Président Roosevelt;SAUMUR;PL;Pays de la Loire;49400;FR;France
1247;Timothy;0861 66 06 49;TimothyDDavis@rhyta.com;Albrechtstrasse 48;Traunstein;BY;Freistaat Bayern;83267;DE;Germany
1248;Christopher;01.41.60.50.65;ChristopherAHicks@cuvox.de;7 rue Michel Ange;LE KREMLIN-BICÊTRE;IL;Île-de-France;94270;FR;France
1249;Luther;02.06.81.56.44;LutherLEng@einrot.com;61 boulevard Amiral Courbet;ORVAULT;PL;Pays de la Loire;44700;FR;France
1250;Robert;070 1799 6612;RobertDSelf@gustr.com;69 Annfield Rd;BECKINGHAM;;;LN5 6UB;GB;United Kingdom
1251;Betty;0821 63 19 45;BettyWMunoz@teleworm.us;Albrechtstrasse 79;Friedberg;BY;Freistaat Bayern;86306;DE;Germany
1252;Neil;035752 83 08;NeilJGrace@fleckens.hu;Amsinckstrasse 8;Ruhland;BB;Brandenburg;1941;DE;Germany
1253;Howard;06865 21 20 47;HowardMWright@armyspy.com;Hallesches Ufer 6;Perl;TH;Freistaat Thüringen;66706;DE;Germany
1254;Edgar;078 3774 2133;EdgarRRaff@cuvox.de;86 Fulford Road;PENTNEY;;;PE32 9PG;GB;United Kingdom
1255;John;070 5623 4249;JohnTCartwright@einrot.com;65 Victoria Road;LINTON;;;ME17 8LP;GB;United Kingdom
1256;John;09281 42 24 40;JohnKRuffin@dayrep.com;Billwerder Neuer Deich 80;Hof;BY;Freistaat Bayern;95011;DE;Germany
1257;Robert;02207 28 93 17;RobertMGibson@jourrapide.com;Lietzenburger Strasse 35;Kürten;NW;Nordrhein-Westfalen;51515;DE;Germany
1258;Cornell;02.05.23.52.02;CornellLLaster@dayrep.com;31 rue Lenotre;RENNES;BR;Bretagne;35700;FR;France
1259;Gina;078 1052 1775;GinaEMurdoch@cuvox.de;56 East Street;MANORDEILO;;;SA19 3HB;GB;United Kingdom
1260;Michael;04133 11 65 22;MichaelAPeterson@teleworm.us;Inge Beisheim Platz 36;Handorf;NI;Niedersachsen;21447;DE;Germany
1261;Ronald;078 6253 6553;RonaldEMyers@gustr.com;75 Peachfield Road;CEFN-Y-BEDD;;;LL12 3EH;GB;United Kingdom
1262;Robert;06556 45 63 12;RobertMPorterfield@teleworm.us;Rudower Strasse 33;Plütscheid;RP;Rheinland-Pfalz;54597;DE;Germany
1263;Mario;079 1311 6032;MarioMBressler@teleworm.us;72 Osborne Road;KILVAXTER;;;IV51 1FX;GB;United Kingdom
1264;Nina;078 2489 5231;NinaABird@superrito.com;33 Kent Street;CROSBY RAVENSWORTH;;;CA10 0FX;GB;United Kingdom
1265;Ed;06763 77 69 71;EdHTanner@dayrep.com;Joachimstaler Str. 67;Hecken;RP;Rheinland-Pfalz;55481;DE;Germany
1266;Stephen;05.86.72.21.75;StephenKJones@teleworm.us;10 rue de la Boétie;POINTE-À-PITRE;GD;Guadeloupe;97110;FR;France
1267;Nellie;079 8743 6826;NellieOSmith@superrito.com;24 Main Road;AUCHENFOYLE;;;PA13 4NS;GB;United Kingdom
1268;Bonnie;01.35.07.25.35;BonnieANelson@rhyta.com;86 place de Miremont;VILLENEUVE-SAINT-GEORGES;IL;Île-de-France;94190;FR;France
1269;James;089 26 51 21;JamesTCooper@armyspy.com;Lange Strasse 58;Putzbrunn;BY;Freistaat Bayern;85636;DE;Germany
1270;Earl;01.48.57.63.45;EarlJChestnut@rhyta.com;16 avenue de l'Amandier;BONDY;IL;Île-de-France;93140;FR;France
1271;Sharon;0421 40 63 04;SharonFBalch@superrito.com;Grolmanstraße 16;Bremen Bahnhofsvorstadt;HB;Freie Hansestadt Bremen;28195;DE;Germany
1272;Kevin;03987 91 77 50;KevinANugent@gustr.com;Chausseestr. 99;Templin;BB;Brandenburg;17262;DE;Germany
1273;James;01.50.22.35.76;JamesJPhillips@jourrapide.com;55 Chemin Du Lavarin Sud;CACHAN;IL;Île-de-France;94230;FR;France
1274;Melissa;079 2281 9826;MelissaGNazario@armyspy.com;31 Town Lane;SOUTH DALTON;;;HU17 9QZ;GB;United Kingdom
1275;Alan;01.31.11.06.97;AlanABennett@superrito.com;98 rue Saint Germain;GENNEVILLIERS;IL;Île-de-France;92230;FR;France
1276;Glen;04.59.41.81.53;GlenRPeres@einrot.com;49 boulevard Amiral Courbet;OULLINS;RA;Rhône-Alpes;69600;FR;France
1277;Harlan;089 27 35 52;HarlanKHickey@armyspy.com;Landsberger Allee 3;München;BY;Freistaat Bayern;80086;DE;Germany
1278;Brian;03.33.33.48.85;BrianPChipman@armyspy.com;84 Boulevard de Normandie;FORBACH;LO;Lorraine;57600;FR;France
1279;Amy;04.30.95.16.31;AmyMBeecham@fleckens.hu;22 rue Banaudon;LYON;RA;Rhône-Alpes;69006;FR;France
1280;Norbert;078 4603 0970;NorbertZMackey@gustr.com;39 Leicester Road;AULDHAME;;;EH39 2XE;GB;United Kingdom
1281;Josefina;077 6209 0929;JosefinaAUrrutia@cuvox.de;31 Bootham Crescent;RISEGATE;;;PE11 1RT;GB;United Kingdom
1282;Mary;06362 83 71 84;MaryLCarter@einrot.com;Anhalter Strasse 26;Schiersfeld;RP;Rheinland-Pfalz;67823;DE;Germany
1283;Angela;079 2860 9994;AngelaGPark@dayrep.com;66 Bishopgate Street;SEABOROUGH;;;DT8 7WS;GB;United Kingdom
1284;Troy;077 7990 5775;TroyPHarman@dayrep.com;35 Boughton Rd;WHITWOOD;;;WF10 1JZ;GB;United Kingdom
1285;John;04748 37 48 44;JohnGKingsley@dayrep.com;Bissingzeile 89;Holste;NI;Niedersachsen;27729;DE;Germany
1286;Donald;04.05.46.91.23;DonaldAPeterson@jourrapide.com;39 rue de la République;LYON;RA;Rhône-Alpes;69004;FR;France
1287;Steve;03.50.59.47.22;SteveHMcArthur@dayrep.com;7 rue de l'Epeule;ROUBAIX;NP;Nord-Pas-de-Calais;59100;FR;France
1288;Virginia;02606 38 95 03;VirginiaRHodge@rhyta.com;Storkower Strasse 56;Winningen;RP;Rheinland-Pfalz;56333;DE;Germany
1289;Mitchell;077 7061 6674;MitchellAMarshall@teleworm.us;8 Davids Lane;STRUY;;;IV4 3ZT;GB;United Kingdom
1290;George;01.50.43.91.27;GeorgeJWeber@fleckens.hu;22 boulevard Albin Durand;CERGY;IL;Île-de-France;95800;FR;France
1291;Stephen;070 8842 1428;StephenLCarnes@rhyta.com;2 Southlands Road;PONT RHYD-Y-CYFF;;;CF34 2QJ;GB;United Kingdom
1292;Vincent;04.79.10.29.23;VincentMNelson@cuvox.de;13 boulevard de la Liberation;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13013;FR;France
1293;John;05.41.01.63.36;JohnDLabounty@einrot.com;26 rue de Groussay;RODEZ;MP;Midi-Pyrénées;12000;FR;France
1294;Fred;079 1352 7838;FredCSchulz@dayrep.com;29 George Street;BROUGH;;;NG23 0BB;GB;United Kingdom
1295;Matthew;01.76.07.81.60;MatthewEMitchell@dayrep.com;9 Rue Joseph Vernet;BAGNOLET;IL;Île-de-France;93170;FR;France
1296;Susan;0911 69 57 39;SusanRBartz@gustr.com;Rathausstrasse 16;Nürnberg;BY;Freistaat Bayern;90002;DE;Germany
1297;Clinton;0731 64 60 38;ClintonLCowan@armyspy.com;Frankfurter Allee 32;Neu-Ulm;BY;Freistaat Bayern;89215;DE;Germany
1298;David;04.85.31.67.03;DavidAGonzalez@rhyta.com;81 rue des Chaligny;NICE;PA;Provence-Alpes-Côte d'Azur;6200;FR;France
1299;Joanna;079 6937 3437;JoannaWBrewer@teleworm.us;45 Lincoln Green Lane;CHORLEY;;;WS13 8AH;GB;United Kingdom
1300;Mike;036841 77 20;MikeMMartin@jourrapide.com;Oldesloer Strasse 27;Schleusingen;TH;Freistaat Thüringen;98549;DE;Germany
1301;James;079 2138 3230;JamesSSchmitz@cuvox.de;54 Helland Bridge;UPPER BOAT;;;CF37 0PQ;GB;United Kingdom
1302;Brent;04.50.99.86.07;BrentPOliver@fleckens.hu;62 Rue Bonnet;VOIRON;RA;Rhône-Alpes;38500;FR;France
1303;Mary;0841 65 83 15;MaryTMitchell@teleworm.us;Albrechtstrasse 3;Ingolstadt;BY;Freistaat Bayern;85004;DE;Germany
1304;Josephine;03.63.30.40.42;JosephineCClowers@fleckens.hu;30 boulevard Bryas;CREIL;PI;Picardie;60100;FR;France
1305;James;04.26.57.29.86;JamesLGouin@rhyta.com;52 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13004;FR;France
1306;Rosa;05.82.23.27.37;RosaWCouture@rhyta.com;90 Cours Marechal-Joffre;DAX;AQ;Aquitaine;40100;FR;France
1307;Alfred;01.56.58.96.99;AlfredLCruz@teleworm.us;80 boulevard d'Alsace;VANVES;IL;Île-de-France;92170;FR;France
1308;Jose;040 96 54 01;JosePJones@einrot.com;Boxhagener Str. 26;Hamburg Groß Borstel;HH;Hamburg;22335;DE;Germany
1309;Louie;0345 25 14 14;LouieCMillar@gustr.com;Prenzlauer Allee 48;Halle;ST;Sachsen-Anhalt;6013;DE;Germany
1310;Lewis;02981 76 07 81;LewisABentley@jourrapide.com;Landhausstraße 26;Medebach;NW;Nordrhein-Westfalen;59964;DE;Germany
1311;Paul;078 8419 7624;PaulBBaumeister@jourrapide.com;57 Eastbourne Rd;COLESHILL;;;HP7 7GJ;GB;United Kingdom
1312;Bruce;070 8398 0065;BruceAJean@einrot.com;22 Park Avenue;LAVERHAY;;;DG10 8HS;GB;United Kingdom
1313;Katy;078 7342 0632;KatyRLopp@jourrapide.com;39 Crescent Avenue;DRUMMORE;;;DG9 3DG;GB;United Kingdom
1314;William;078 6644 3296;WilliamBAnderson@gustr.com;88 Foregate Street;CODFORD ST MARY;;;BA12 2XS;GB;United Kingdom
1315;Alan;02671 73 78 90;AlanBMackey@gustr.com;Gotzkowskystrasse 87;Dohr;RP;Rheinland-Pfalz;56812;DE;Germany
1316;Abraham;06245 28 93 66;AbrahamRYelle@einrot.com;Hermannstrasse 26;Groß-Rohrheim;HE;Hessen;68649;DE;Germany
1317;Harry;04.93.54.35.56;HarryETorres@fleckens.hu;92 rue Adolphe Wurtz;LE PUY-EN-VELAY;AU;Auvergne;43000;FR;France
1318;John;034341 44 63;JohnSKegley@rhyta.com;Hoheluftchaussee 83;Geithain;SN;Freistaat Sachsen;4641;DE;Germany
1319;Steven;04.33.08.62.24;StevenBTurbeville@rhyta.com;60 rue Bonneterie;MIRAMAS;PA;Provence-Alpes-Côte d'Azur;13140;FR;France
1320;Steven;0221 60 33 92;StevenMFerguson@jourrapide.com;Straße der Pariser Kommune 97;Köln Porz;NW;Nordrhein-Westfalen;51145;DE;Germany
1321;Edward;05.93.83.97.79;EdwardJDumas@gustr.com;31 Avenue des Tuileries;GUÉRET;LI;Limousin;23000;FR;France
1322;Claude;070 3755 2762;ClaudeBRodriguez@fleckens.hu;32 Bridge Street;GODSTONE;;;RH9 3PB;GB;United Kingdom
1323;Mary;05.71.06.39.34;MaryREverhart@cuvox.de;72 rue Porte d'Orange;CASTRES;MP;Midi-Pyrénées;81100;FR;France
1324;Diana;078 0416 8006;DianaIMorse@gustr.com;40 Withers Close;ALFRICK;;;WR6 4LS;GB;United Kingdom
1325;Tony;0228 86 63 82;TonyEZellmer@fleckens.hu;Straße der Pariser Kommune 6;Bonn;NW;Nordrhein-Westfalen;53129;DE;Germany
1326;David;079 2924 2000;DavidJAnderson@rhyta.com;33 Victoria Road;LISSINGTON;;;LN3 5YE;GB;United Kingdom
1327;Gregory;077 6434 1875;GregoryRDavisson@jourrapide.com;35 Redcliffe Way;WOODSIDE;;;KY7 0NS;GB;United Kingdom
1328;Catherine;03.51.40.51.66;CatherineJHolbrook@einrot.com;9 Avenue Millies Lacroix;DUNKERQUE;NP;Nord-Pas-de-Calais;59640;FR;France
1329;Tammy;077 4907 6177;TammyBFisher@fleckens.hu;84 Newmarket Road;HAYWOOD OAKS;;;NG21 0DQ;GB;United Kingdom
1330;Chris;03.06.50.29.37;ChrisBBurns@gustr.com;87 rue du Faubourg National;THIONVILLE;LO;Lorraine;57100;FR;France
1331;Debra;01.03.83.20.59;DebraMDarley@rhyta.com;69 rue Gouin de Beauchesne;SAINT-MICHEL-SUR-ORGE;IL;Île-de-France;91240;FR;France
1332;Fred;077 6684 3571;FredRVelazquez@cuvox.de;81 Graham Road;CHESTERFIELD;;;WS14 0NW;GB;United Kingdom
1333;Candace;05.48.55.78.20;CandaceSThomas@fleckens.hu;74 rue Porte d'Orange;CASTRES;MP;Midi-Pyrénées;81100;FR;France
1334;Andres;078 0469 3819;AndresTNetto@armyspy.com;58 Bishopgate Street;SEACROFT;;;LS14 8JP;GB;United Kingdom
1335;Steve;0231 19 24 02;SteveDTucker@teleworm.us;Straße der Pariser Kommune 93;Dortmund;NW;Nordrhein-Westfalen;44379;DE;Germany
1336;Richard;05.03.26.23.92;RichardCAmen@cuvox.de;7 rue Marie de Médicis;BIARRITZ;AQ;Aquitaine;64200;FR;France
1337;Wilma;04.25.02.47.44;WilmaSCheung@cuvox.de;19 rue des lieutemants Thomazo;DRAGUIGNAN;PA;Provence-Alpes-Côte d'Azur;83300;FR;France
1338;Robert;030 57 98 03;RobertNPerry@cuvox.de;Waßmannsdorfer Chaussee 87;Strausberg;BB;Brandenburg;15337;DE;Germany
1339;Herbert;070 8196 6444;HerbertPWalsh@gustr.com;67 Glandovey Terrace;TRELECH;;;SA33 9ZS;GB;United Kingdom
1340;Nelson;03834 32 16 82;NelsonEElder@teleworm.us;Schoenebergerstrasse 18;Neuenkirchen;NI;Niedersachsen;49586;DE;Germany
1341;William;07566 40 13 37;WilliamMGalarza@fleckens.hu;Hedemannstasse 17;Heimenkirch;BY;Freistaat Bayern;88178;DE;Germany
1342;Eric;02162 78 22 68;EricMBetton@superrito.com;Fischerinsel 54;Viersen Stadtmitte;NW;Nordrhein-Westfalen;41747;DE;Germany
1343;Hung;0341 61 50 13;HungJTedrow@gustr.com;Prenzlauer Allee 49;Leipzig;SN;Freistaat Sachsen;4131;DE;Germany
1344;Franklyn;079 5645 7052;FranklynSMoore@jourrapide.com;54 Withers Close;ALKERTON;;;OX15 0BS;GB;United Kingdom
1345;Eliseo;089 52 21 72;EliseoJParks@fleckens.hu;Kurfuerstendamm 63;Aschheim;BY;Freistaat Bayern;85606;DE;Germany
1346;Jerry;071 56 08 77;JerryKMcGonagle@fleckens.hu;Bayreuther Strasse 1;Reutlingen Südstadt;BW;Baden-Württemberg;72764;DE;Germany
